order_item_id,order_id,item_id,quantity,unit_price,subtotal
141,85,15,1,60.0,60.0
142,86,14,1,45.0,45.0
143,87,7,1,30.0,30.0
144,87,16,1,110.0,110.0
145,87,17,1,15.0,15.0
146,88,45,1,150.0,150.0
147,88,52,1,80.0,80.0
148,88,53,1,40.0,40.0
149,89,42,1,120.0,120.0
150,89,52,1,80.0,80.0
151,89,53,1,40.0,40.0
152,90,29,1,35.0,35.0
153,91,9,1,130.0,130.0
154,91,16,1,110.0,110.0
155,91,17,1,15.0,15.0
156,92,50,1,50.0,50.0
157,93,41,1,100.0,100.0
158,94,39,1,85.0,85.0
159,95,10,1,160.0,160.0
160,96,49,1,75.0,75.0
161,97,20,1,40.0,40.0
162,98,12,1,55.0,55.0
163,99,23,1,95.0,95.0
164,100,10,1,160.0,160.0
165,100,16,1,110.0,110.0
166,100,17,1,15.0,15.0
167,101,14,1,45.0,45.0
168,102,26,1,65.0,65.0
169,102,34,1,105.0,105.0
170,102,35,1,20.0,20.0
171,103,41,1,100.0,100.0
172,104,33,1,60.0,60.0
173,105,50,1,50.0,50.0
174,106,47,1,45.0,45.0
175,107,10,1,160.0,160.0
176,108,14,1,45.0,45.0
177,109,43,1,45.0,45.0
178,109,52,1,80.0,80.0
179,109,53,1,40.0,40.0
180,110,31,1,95.0,95.0
181,111,38,1,50.0,50.0
182,112,25,1,35.0,35.0
183,112,34,1,105.0,105.0
184,112,35,1,20.0,20.0
185,113,27,1,135.0,135.0
186,113,34,1,105.0,105.0
187,113,35,1,20.0,20.0
188,114,42,1,120.0,120.0
189,114,52,1,80.0,80.0
190,114,53,1,40.0,40.0
191,115,2,1,45.0,45.0
192,116,12,1,55.0,55.0
193,117,33,1,60.0,60.0
194,118,11,1,40.0,40.0
195,119,3,1,85.0,85.0
196,120,6,1,150.0,150.0
197,120,16,1,110.0,110.0
198,120,17,1,15.0,15.0
199,121,5,1,95.0,95.0
200,122,10,1,160.0,160.0
201,122,16,1,110.0,110.0
202,122,17,1,15.0,15.0
203,123,19,1,105.0,105.0
204,124,14,1,45.0,45.0
205,125,2,1,45.0,45.0
206,126,30,1,50.0,50.0
207,127,3,1,85.0,85.0
208,128,12,1,55.0,55.0
209,129,38,1,50.0,50.0
210,130,25,1,35.0,35.0
211,130,34,1,105.0,105.0
212,130,35,1,20.0,20.0
213,131,7,1,30.0,30.0
214,132,1,1,120.0,120.0
215,133,5,1,95.0,95.0
216,134,26,1,65.0,65.0
217,134,34,1,105.0,105.0
218,134,35,1,20.0,20.0
219,135,39,1,85.0,85.0
220,136,15,1,60.0,60.0
221,137,26,1,65.0,65.0
222,137,34,1,105.0,105.0
223,137,35,1,20.0,20.0
224,138,19,1,105.0,105.0
225,139,2,1,45.0,45.0
226,140,29,1,35.0,35.0
227,141,8,1,60.0,60.0
228,142,19,1,105.0,105.0
229,143,7,1,30.0,30.0
230,143,16,1,110.0,110.0
231,143,17,1,15.0,15.0
232,144,39,1,85.0,85.0
233,145,50,1,50.0,50.0
234,146,46,1,180.0,180.0
235,146,52,1,80.0,80.0
236,146,53,1,40.0,40.0
237,147,6,1,150.0,150.0
238,148,1,1,120.0,120.0
239,149,42,1,120.0,120.0
240,149,52,1,80.0,80.0
241,149,53,1,40.0,40.0
242,150,12,1,55.0,55.0
243,151,47,1,45.0,45.0
244,152,31,1,95.0,95.0
245,153,44,1,70.0,70.0
246,153,52,1,80.0,80.0
247,153,53,1,40.0,40.0
248,154,9,1,130.0,130.0
249,155,21,1,90.0,90.0
250,156,30,1,50.0,50.0
251,157,12,1,55.0,55.0
252,158,47,1,45.0,45.0
253,159,41,1,100.0,100.0
254,160,39,1,85.0,85.0
255,161,25,1,35.0,35.0
256,162,19,1,105.0,105.0
257,163,1,1,120.0,120.0
258,164,23,1,95.0,95.0
259,165,49,1,75.0,75.0
260,166,8,1,60.0,60.0
261,166,16,1,110.0,110.0
262,166,17,1,15.0,15.0
263,167,23,1,95.0,95.0
264,168,37,1,130.0,130.0
265,169,37,1,130.0,130.0
266,170,7,1,30.0,30.0
267,170,16,1,110.0,110.0
268,170,17,1,15.0,15.0
269,171,44,1,70.0,70.0
270,171,52,1,80.0,80.0
271,171,53,1,40.0,40.0
272,172,22,1,115.0,115.0
273,173,42,1,120.0,120.0
274,173,52,1,80.0,80.0
275,173,53,1,40.0,40.0
276,174,43,1,45.0,45.0
277,174,52,1,80.0,80.0
278,174,53,1,40.0,40.0
279,175,32,1,45.0,45.0
280,176,5,1,95.0,95.0
281,177,40,1,140.0,140.0
282,178,44,1,70.0,70.0
283,179,26,1,65.0,65.0
284,179,34,1,105.0,105.0
285,179,35,1,20.0,20.0
286,180,22,1,115.0,115.0
287,181,43,1,45.0,45.0
288,181,52,1,80.0,80.0
289,181,53,1,40.0,40.0
290,182,13,1,90.0,90.0
291,183,6,1,150.0,150.0
292,183,16,1,110.0,110.0
293,183,17,1,15.0,15.0
294,184,47,1,45.0,45.0
295,185,15,1,60.0,60.0
296,186,7,1,30.0,30.0
297,187,39,1,85.0,85.0
298,188,39,1,85.0,85.0
299,189,15,1,60.0,60.0
300,190,7,1,30.0,30.0
301,190,16,1,110.0,110.0
302,190,17,1,15.0,15.0
303,191,6,1,150.0,150.0
304,191,16,1,110.0,110.0
305,191,17,1,15.0,15.0
306,192,29,1,35.0,35.0
307,193,3,1,85.0,85.0
308,194,28,1,170.0,170.0
309,194,34,1,105.0,105.0
310,194,35,1,20.0,20.0
311,195,44,1,70.0,70.0
312,195,52,1,80.0,80.0
313,195,53,1,40.0,40.0
314,196,21,1,90.0,90.0
315,197,3,1,85.0,85.0
316,198,25,1,35.0,35.0
317,198,34,1,105.0,105.0
318,198,35,1,20.0,20.0
319,199,24,1,140.0,140.0
320,199,34,1,105.0,105.0
321,199,35,1,20.0,20.0
322,200,37,1,130.0,130.0
323,201,14,1,45.0,45.0
324,202,32,1,45.0,45.0
325,203,12,1,55.0,55.0
326,204,23,1,95.0,95.0
327,205,4,1,110.0,110.0
328,206,21,1,90.0,90.0
329,207,50,1,50.0,50.0
330,208,5,1,95.0,95.0
331,209,50,1,50.0,50.0
332,210,6,1,150.0,150.0
333,210,16,1,110.0,110.0
334,210,17,1,15.0,15.0
335,211,19,1,105.0,105.0
336,212,9,1,130.0,130.0
337,212,16,1,110.0,110.0
338,212,17,1,15.0,15.0
339,213,7,1,30.0,30.0
340,213,16,1,110.0,110.0
341,213,17,1,15.0,15.0
342,214,15,1,60.0,60.0
343,215,28,1,170.0,170.0
344,215,34,1,105.0,105.0
345,215,35,1,20.0,20.0
346,216,43,1,45.0,45.0
347,216,52,1,80.0,80.0
348,216,53,1,40.0,40.0
349,217,11,1,40.0,40.0
350,218,7,1,30.0,30.0
351,218,16,1,110.0,110.0
352,218,17,1,15.0,15.0
353,219,49,1,75.0,75.0
354,220,44,1,70.0,70.0
355,221,47,1,45.0,45.0
356,222,50,1,50.0,50.0
357,223,12,1,55.0,55.0
358,224,1,1,120.0,120.0
359,225,2,1,45.0,45.0
360,226,46,1,180.0,180.0
361,226,52,1,80.0,80.0
362,226,53,1,40.0,40.0
363,227,31,1,95.0,95.0
364,228,43,1,45.0,45.0
365,228,52,1,80.0,80.0
366,228,53,1,40.0,40.0
367,229,51,1,65.0,65.0
368,230,37,1,130.0,130.0
369,231,41,1,100.0,100.0
370,232,43,1,45.0,45.0
371,232,52,1,80.0,80.0
372,232,53,1,40.0,40.0
373,233,47,1,45.0,45.0
374,234,32,1,45.0,45.0
375,235,42,1,120.0,120.0
376,235,52,1,80.0,80.0
377,235,53,1,40.0,40.0
378,236,43,1,45.0,45.0
379,237,11,1,40.0,40.0
380,238,22,1,115.0,115.0
381,239,39,1,85.0,85.0
382,240,13,1,90.0,90.0
383,241,47,1,45.0,45.0
384,242,27,1,135.0,135.0
385,243,19,1,105.0,105.0
386,244,7,1,30.0,30.0
387,244,16,1,110.0,110.0
388,244,17,1,15.0,15.0
389,245,6,1,150.0,150.0
390,245,16,1,110.0,110.0
391,245,17,1,15.0,15.0
392,246,49,1,75.0,75.0
393,247,30,1,50.0,50.0
394,248,45,1,150.0,150.0
395,248,52,1,80.0,80.0
396,248,53,1,40.0,40.0
397,249,12,1,55.0,55.0
398,250,10,1,160.0,160.0
399,250,16,1,110.0,110.0
400,250,17,1,15.0,15.0
401,251,50,1,50.0,50.0
402,252,13,1,90.0,90.0
403,253,31,1,95.0,95.0
404,254,46,1,180.0,180.0
405,254,52,1,80.0,80.0
406,254,53,1,40.0,40.0
407,255,19,1,105.0,105.0
408,256,47,1,45.0,45.0
409,257,1,1,120.0,120.0
410,258,2,1,45.0,45.0
411,259,43,1,45.0,45.0
412,259,52,1,80.0,80.0
413,259,53,1,40.0,40.0
414,260,6,1,150.0,150.0
415,260,16,1,110.0,110.0
416,260,17,1,15.0,15.0
417,261,31,1,95.0,95.0
418,262,4,1,110.0,110.0
419,263,44,1,70.0,70.0
420,263,52,1,80.0,80.0
421,263,53,1,40.0,40.0
422,264,32,1,45.0,45.0
423,265,1,1,120.0,120.0
424,266,49,1,75.0,75.0
425,267,30,1,50.0,50.0
426,268,2,1,45.0,45.0
427,269,6,1,150.0,150.0
428,269,16,1,110.0,110.0
429,269,17,1,15.0,15.0
430,270,26,1,65.0,65.0
431,270,34,1,105.0,105.0
432,270,35,1,20.0,20.0
433,271,5,1,95.0,95.0
434,272,27,1,135.0,135.0
435,272,34,1,105.0,105.0
436,272,35,1,20.0,20.0
437,273,6,1,150.0,150.0
438,273,16,1,110.0,110.0
439,273,17,1,15.0,15.0
440,274,51,1,65.0,65.0
441,275,41,1,100.0,100.0
442,276,2,1,45.0,45.0
443,277,31,1,95.0,95.0
444,278,3,1,85.0,85.0
445,279,31,1,95.0,95.0
446,280,45,1,150.0,150.0
447,280,52,1,80.0,80.0
448,280,53,1,40.0,40.0
449,281,13,1,90.0,90.0
450,282,12,1,55.0,55.0
451,283,29,1,35.0,35.0
452,284,26,1,65.0,65.0
453,285,13,1,90.0,90.0
454,286,32,1,45.0,45.0
455,287,29,1,35.0,35.0
456,288,27,1,135.0,135.0
457,288,34,1,105.0,105.0
458,288,35,1,20.0,20.0
459,289,7,1,30.0,30.0
460,289,16,1,110.0,110.0
461,289,17,1,15.0,15.0
462,290,2,1,45.0,45.0
463,291,47,1,45.0,45.0
464,292,26,1,65.0,65.0
465,292,34,1,105.0,105.0
466,292,35,1,20.0,20.0
467,293,1,1,120.0,120.0
468,294,19,1,105.0,105.0
469,295,9,1,130.0,130.0
470,295,16,1,110.0,110.0
471,295,17,1,15.0,15.0
472,296,25,1,35.0,35.0
473,296,34,1,105.0,105.0
474,296,35,1,20.0,20.0
475,297,26,1,65.0,65.0
476,297,34,1,105.0,105.0
477,297,35,1,20.0,20.0
478,298,29,1,35.0,35.0
479,299,31,1,95.0,95.0
480,300,38,1,50.0,50.0
481,301,25,1,35.0,35.0
482,301,34,1,105.0,105.0
483,301,35,1,20.0,20.0
484,302,19,1,105.0,105.0
485,303,41,1,100.0,100.0
486,304,12,1,55.0,55.0
487,305,19,1,105.0,105.0
488,306,49,1,75.0,75.0
489,307,27,1,135.0,135.0
490,307,34,1,105.0,105.0
491,307,35,1,20.0,20.0
492,308,45,1,150.0,150.0
493,308,52,1,80.0,80.0
494,308,53,1,40.0,40.0
495,309,25,1,35.0,35.0
496,310,7,1,30.0,30.0
497,310,16,1,110.0,110.0
498,310,17,1,15.0,15.0
499,311,38,1,50.0,50.0
500,312,49,1,75.0,75.0
501,313,45,1,150.0,150.0
502,314,23,1,95.0,95.0
503,315,29,1,35.0,35.0
504,316,19,1,105.0,105.0
505,317,29,1,35.0,35.0
506,318,8,1,60.0,60.0
507,318,16,1,110.0,110.0
508,318,17,1,15.0,15.0
509,319,19,1,105.0,105.0
510,320,1,1,120.0,120.0
511,321,31,1,95.0,95.0
512,322,42,1,120.0,120.0
513,322,52,1,80.0,80.0
514,322,53,1,40.0,40.0
515,323,51,1,65.0,65.0
516,324,23,1,95.0,95.0
517,325,21,1,90.0,90.0
518,326,1,1,120.0,120.0
519,327,50,1,50.0,50.0
520,328,30,1,50.0,50.0
521,329,26,1,65.0,65.0
522,329,34,1,105.0,105.0
523,329,35,1,20.0,20.0
524,330,30,1,50.0,50.0
525,331,47,1,45.0,45.0
526,332,12,1,55.0,55.0
527,333,38,1,50.0,50.0
528,334,24,1,140.0,140.0
529,334,34,1,105.0,105.0
530,334,35,1,20.0,20.0
531,335,1,1,120.0,120.0
532,336,41,1,100.0,100.0
533,337,30,1,50.0,50.0
534,338,37,1,130.0,130.0
535,339,12,1,55.0,55.0
536,340,25,1,35.0,35.0
537,340,34,1,105.0,105.0
538,340,35,1,20.0,20.0
539,341,47,1,45.0,45.0
540,342,24,1,140.0,140.0
541,342,34,1,105.0,105.0
542,342,35,1,20.0,20.0
543,343,41,1,100.0,100.0
544,344,9,1,130.0,130.0
545,344,16,1,110.0,110.0
546,344,17,1,15.0,15.0
547,345,37,1,130.0,130.0
548,346,4,1,110.0,110.0
549,347,15,1,60.0,60.0
550,348,8,1,60.0,60.0
551,348,16,1,110.0,110.0
552,348,17,1,15.0,15.0
553,349,21,1,90.0,90.0
554,350,13,1,90.0,90.0
555,351,49,1,75.0,75.0
556,352,28,1,170.0,170.0
557,352,34,1,105.0,105.0
558,352,35,1,20.0,20.0
559,353,7,1,30.0,30.0
560,353,16,1,110.0,110.0
561,353,17,1,15.0,15.0
562,354,20,1,40.0,40.0
563,355,28,1,170.0,170.0
564,355,34,1,105.0,105.0
565,355,35,1,20.0,20.0
566,356,14,1,45.0,45.0
567,357,23,1,95.0,95.0
568,358,51,1,65.0,65.0
569,359,7,1,30.0,30.0
570,359,16,1,110.0,110.0
571,359,17,1,15.0,15.0
572,360,13,1,90.0,90.0
573,361,27,1,135.0,135.0
574,361,34,1,105.0,105.0
575,361,35,1,20.0,20.0
576,362,24,1,140.0,140.0
577,362,34,1,105.0,105.0
578,362,35,1,20.0,20.0
579,363,38,1,50.0,50.0
580,364,46,1,180.0,180.0
581,364,52,1,80.0,80.0
582,364,53,1,40.0,40.0
583,365,46,1,180.0,180.0
584,365,52,1,80.0,80.0
585,365,53,1,40.0,40.0
586,366,26,1,65.0,65.0
587,366,34,1,105.0,105.0
588,366,35,1,20.0,20.0
589,367,9,1,130.0,130.0
590,367,16,1,110.0,110.0
591,367,17,1,15.0,15.0
592,368,23,1,95.0,95.0
593,369,11,1,40.0,40.0
594,370,4,1,110.0,110.0
595,371,5,1,95.0,95.0
596,372,50,1,50.0,50.0
597,373,50,1,50.0,50.0
598,374,22,1,115.0,115.0
599,375,23,1,95.0,95.0
600,376,2,1,45.0,45.0
601,377,9,1,130.0,130.0
602,378,23,1,95.0,95.0
603,379,2,1,45.0,45.0
604,380,40,1,140.0,140.0
605,381,25,1,35.0,35.0
606,381,34,1,105.0,105.0
607,381,35,1,20.0,20.0
608,382,11,1,40.0,40.0
609,383,38,1,50.0,50.0
610,384,21,1,90.0,90.0
611,385,20,1,40.0,40.0
612,386,38,1,50.0,50.0
613,387,27,1,135.0,135.0
614,387,34,1,105.0,105.0
615,387,35,1,20.0,20.0
616,388,2,1,45.0,45.0
617,389,25,1,35.0,35.0
618,389,34,1,105.0,105.0
619,389,35,1,20.0,20.0
620,390,6,1,150.0,150.0
621,390,16,1,110.0,110.0
622,390,17,1,15.0,15.0
623,391,31,1,95.0,95.0
624,392,30,1,50.0,50.0
625,393,4,1,110.0,110.0
626,394,23,1,95.0,95.0
627,395,49,1,75.0,75.0
628,396,25,1,35.0,35.0
629,396,34,1,105.0,105.0
630,396,35,1,20.0,20.0
631,397,49,1,75.0,75.0
632,398,9,1,130.0,130.0
633,398,16,1,110.0,110.0
634,398,17,1,15.0,15.0
635,399,40,1,140.0,140.0
636,400,12,1,55.0,55.0
637,401,44,1,70.0,70.0
638,401,52,1,80.0,80.0
639,401,53,1,40.0,40.0
640,402,41,1,100.0,100.0
641,403,33,1,60.0,60.0
642,404,41,1,100.0,100.0
643,405,28,1,170.0,170.0
644,405,34,1,105.0,105.0
645,405,35,1,20.0,20.0
646,406,51,1,65.0,65.0
647,407,27,1,135.0,135.0
648,407,34,1,105.0,105.0
649,407,35,1,20.0,20.0
650,408,7,1,30.0,30.0
651,408,16,1,110.0,110.0
652,408,17,1,15.0,15.0
653,409,1,1,120.0,120.0
654,410,15,1,60.0,60.0
655,411,28,1,170.0,170.0
656,411,34,1,105.0,105.0
657,411,35,1,20.0,20.0
658,412,29,1,35.0,35.0
659,413,5,1,95.0,95.0
660,414,10,1,160.0,160.0
661,414,16,1,110.0,110.0
662,414,17,1,15.0,15.0
663,415,7,1,30.0,30.0
664,415,16,1,110.0,110.0
665,415,17,1,15.0,15.0
666,416,44,1,70.0,70.0
667,416,52,1,80.0,80.0
668,416,53,1,40.0,40.0
669,417,22,1,115.0,115.0
670,418,38,1,50.0,50.0
671,419,22,1,115.0,115.0
672,420,2,1,45.0,45.0
673,421,2,1,45.0,45.0
674,422,13,1,90.0,90.0
675,423,37,1,130.0,130.0
676,424,42,1,120.0,120.0
677,424,52,1,80.0,80.0
678,424,53,1,40.0,40.0
679,425,31,1,95.0,95.0
680,426,12,1,55.0,55.0
681,427,24,1,140.0,140.0
682,427,34,1,105.0,105.0
683,427,35,1,20.0,20.0
684,428,9,1,130.0,130.0
685,428,16,1,110.0,110.0
686,428,17,1,15.0,15.0
687,429,27,1,135.0,135.0
688,429,34,1,105.0,105.0
689,429,35,1,20.0,20.0
690,430,22,1,115.0,115.0
691,431,27,1,135.0,135.0
692,431,34,1,105.0,105.0
693,431,35,1,20.0,20.0
694,432,46,1,180.0,180.0
695,432,52,1,80.0,80.0
696,432,53,1,40.0,40.0
697,433,48,1,60.0,60.0
698,434,11,1,40.0,40.0
699,435,37,1,130.0,130.0
700,436,2,1,45.0,45.0
701,437,12,1,55.0,55.0
702,438,24,1,140.0,140.0
703,439,49,1,75.0,75.0
704,440,27,1,135.0,135.0
705,440,34,1,105.0,105.0
706,440,35,1,20.0,20.0
707,441,51,1,65.0,65.0
708,442,50,1,50.0,50.0
709,443,14,1,45.0,45.0
710,444,25,1,35.0,35.0
711,444,34,1,105.0,105.0
712,444,35,1,20.0,20.0
713,445,20,1,40.0,40.0
714,446,37,1,130.0,130.0
715,447,48,1,60.0,60.0
716,448,10,1,160.0,160.0
717,448,16,1,110.0,110.0
718,448,17,1,15.0,15.0
719,449,14,1,45.0,45.0
720,450,49,1,75.0,75.0
721,451,32,1,45.0,45.0
722,452,37,1,130.0,130.0
723,453,7,1,30.0,30.0
724,453,16,1,110.0,110.0
725,453,17,1,15.0,15.0
726,454,15,1,60.0,60.0
727,455,12,1,55.0,55.0
728,456,11,1,40.0,40.0
729,457,25,1,35.0,35.0
730,457,34,1,105.0,105.0
731,457,35,1,20.0,20.0
732,458,42,1,120.0,120.0
733,458,52,1,80.0,80.0
734,458,53,1,40.0,40.0
735,459,32,1,45.0,45.0
736,460,51,1,65.0,65.0
737,461,26,1,65.0,65.0
738,461,34,1,105.0,105.0
739,461,35,1,20.0,20.0
740,462,23,1,95.0,95.0
741,463,3,1,85.0,85.0
742,464,23,1,95.0,95.0
743,465,20,1,40.0,40.0
744,466,43,1,45.0,45.0
745,466,52,1,80.0,80.0
746,466,53,1,40.0,40.0
747,467,2,1,45.0,45.0
748,468,37,1,130.0,130.0
749,469,37,1,130.0,130.0
750,470,12,1,55.0,55.0
751,471,51,1,65.0,65.0
752,472,24,1,140.0,140.0
753,472,34,1,105.0,105.0
754,472,35,1,20.0,20.0
755,473,20,1,40.0,40.0
756,474,7,1,30.0,30.0
757,474,16,1,110.0,110.0
758,474,17,1,15.0,15.0
759,475,25,1,35.0,35.0
760,476,48,1,60.0,60.0
761,477,22,1,115.0,115.0
762,478,25,1,35.0,35.0
763,478,34,1,105.0,105.0
764,478,35,1,20.0,20.0
765,479,49,1,75.0,75.0
766,480,4,1,110.0,110.0
767,481,49,1,75.0,75.0
768,482,29,1,35.0,35.0
769,483,7,1,30.0,30.0
770,483,16,1,110.0,110.0
771,483,17,1,15.0,15.0
772,484,21,1,90.0,90.0
773,485,47,1,45.0,45.0
774,486,14,1,45.0,45.0
775,487,24,1,140.0,140.0
776,487,34,1,105.0,105.0
777,487,35,1,20.0,20.0
778,488,51,1,65.0,65.0
779,489,27,1,135.0,135.0
780,490,42,1,120.0,120.0
781,490,52,1,80.0,80.0
782,490,53,1,40.0,40.0
783,491,5,1,95.0,95.0
784,492,9,1,130.0,130.0
785,493,39,1,85.0,85.0
786,494,41,1,100.0,100.0
787,495,27,1,135.0,135.0
788,495,34,1,105.0,105.0
789,495,35,1,20.0,20.0
790,496,31,1,95.0,95.0
791,497,30,1,50.0,50.0
792,498,50,1,50.0,50.0
793,499,19,1,105.0,105.0
794,500,3,1,85.0,85.0
795,501,45,1,150.0,150.0
796,502,47,1,45.0,45.0
797,503,29,1,35.0,35.0
798,504,14,1,45.0,45.0
799,505,4,1,110.0,110.0
800,506,39,1,85.0,85.0
801,507,45,1,150.0,150.0
802,507,52,1,80.0,80.0
803,507,53,1,40.0,40.0
804,508,42,1,120.0,120.0
805,508,52,1,80.0,80.0
806,508,53,1,40.0,40.0
807,509,26,1,65.0,65.0
808,509,34,1,105.0,105.0
809,509,35,1,20.0,20.0
810,510,1,1,120.0,120.0
811,511,50,1,50.0,50.0
812,512,19,1,105.0,105.0
813,513,8,1,60.0,60.0
814,513,16,1,110.0,110.0
815,513,17,1,15.0,15.0
816,514,49,1,75.0,75.0
817,515,19,1,105.0,105.0
818,516,50,1,50.0,50.0
819,517,46,1,180.0,180.0
820,517,52,1,80.0,80.0
821,517,53,1,40.0,40.0
822,518,5,1,95.0,95.0
823,519,1,1,120.0,120.0
824,520,9,1,130.0,130.0
825,521,48,1,60.0,60.0
826,522,14,1,45.0,45.0
827,523,14,1,45.0,45.0
828,524,27,1,135.0,135.0
829,525,42,1,120.0,120.0
830,525,52,1,80.0,80.0
831,525,53,1,40.0,40.0
832,526,21,1,90.0,90.0
833,527,33,1,60.0,60.0
834,528,51,1,65.0,65.0
835,529,1,1,120.0,120.0
836,530,14,1,45.0,45.0
837,531,24,1,140.0,140.0
838,531,34,1,105.0,105.0
839,531,35,1,20.0,20.0
840,532,51,1,65.0,65.0
841,533,13,1,90.0,90.0
842,534,44,1,70.0,70.0
843,534,52,1,80.0,80.0
844,534,53,1,40.0,40.0
845,535,14,1,45.0,45.0
846,536,5,1,95.0,95.0
847,537,42,1,120.0,120.0
848,537,52,1,80.0,80.0
849,537,53,1,40.0,40.0
850,538,48,1,60.0,60.0
851,539,23,1,95.0,95.0
852,540,37,1,130.0,130.0
853,541,20,1,40.0,40.0
854,542,8,1,60.0,60.0
855,542,16,1,110.0,110.0
856,542,17,1,15.0,15.0
857,543,22,1,115.0,115.0
858,544,23,1,95.0,95.0
859,545,42,1,120.0,120.0
860,545,52,1,80.0,80.0
861,545,53,1,40.0,40.0
862,546,43,1,45.0,45.0
863,547,50,1,50.0,50.0
864,548,26,1,65.0,65.0
865,548,34,1,105.0,105.0
866,548,35,1,20.0,20.0
867,549,4,1,110.0,110.0
868,550,32,1,45.0,45.0
869,551,2,1,45.0,45.0
870,552,11,1,40.0,40.0
871,553,45,1,150.0,150.0
