order_item_id,order_id,item_id,quantity,unit_price,subtotal
171,93,46,1,1800.0,1800.0
172,94,9,1,1300.0,1300.0
173,94,16,1,1100.0,1100.0
174,94,17,1,150.0,150.0
175,95,24,1,1400.0,1400.0
176,95,34,1,1050.0,1050.0
177,95,35,1,200.0,200.0
178,96,1,1,1200.0,1200.0
179,97,37,1,1300.0,1300.0
180,97,54,1,600.0,600.0
181,98,26,1,650.0,650.0
182,99,45,1,1500.0,1500.0
183,99,54,1,600.0,600.0
184,100,23,1,950.0,950.0
185,101,45,1,1500.0,1500.0
186,101,54,1,600.0,600.0
187,102,20,1,400.0,400.0
188,103,31,1,950.0,950.0
189,104,20,1,400.0,400.0
190,105,6,1,1500.0,1500.0
191,105,16,1,1100.0,1100.0
192,105,17,1,150.0,150.0
193,106,20,1,400.0,400.0
194,107,33,1,600.0,600.0
195,107,36,1,1100.0,1100.0
196,108,5,1,950.0,950.0
197,109,27,1,1350.0,1350.0
198,109,34,1,1050.0,1050.0
199,109,35,1,200.0,200.0
200,110,1,1,1200.0,1200.0
201,111,32,1,450.0,450.0
202,112,14,1,450.0,450.0
203,113,37,1,1300.0,1300.0
204,113,54,1,600.0,600.0
205,114,38,1,500.0,500.0
206,115,37,1,1300.0,1300.0
207,116,33,1,600.0,600.0
208,117,30,1,500.0,500.0
209,118,28,1,1700.0,1700.0
210,118,34,1,1050.0,1050.0
211,118,35,1,200.0,200.0
212,119,44,1,700.0,700.0
213,120,13,1,900.0,900.0
214,121,46,1,1800.0,1800.0
215,122,12,1,550.0,550.0
216,123,28,1,1700.0,1700.0
217,123,34,1,1050.0,1050.0
218,123,35,1,200.0,200.0
219,124,41,1,1000.0,1000.0
220,125,15,1,600.0,600.0
221,126,40,1,1400.0,1400.0
222,127,24,1,1400.0,1400.0
223,127,34,1,1050.0,1050.0
224,127,35,1,200.0,200.0
225,128,21,1,900.0,900.0
226,129,45,1,1500.0,1500.0
227,130,1,1,1200.0,1200.0
228,131,19,1,1050.0,1050.0
229,131,36,1,1100.0,1100.0
230,132,44,1,700.0,700.0
231,132,54,1,600.0,600.0
232,133,1,1,1200.0,1200.0
233,134,23,1,950.0,950.0
234,135,46,1,1800.0,1800.0
235,136,44,1,700.0,700.0
236,136,54,1,600.0,600.0
237,137,3,1,850.0,850.0
238,138,6,1,1500.0,1500.0
239,138,16,1,1100.0,1100.0
240,138,17,1,150.0,150.0
241,139,6,1,1500.0,1500.0
242,139,16,1,1100.0,1100.0
243,139,17,1,150.0,150.0
244,140,13,1,900.0,900.0
245,141,43,1,450.0,450.0
246,142,43,1,450.0,450.0
247,142,54,1,600.0,600.0
248,143,6,1,1500.0,1500.0
249,143,16,1,1100.0,1100.0
250,143,17,1,150.0,150.0
251,144,25,1,350.0,350.0
252,144,34,1,1050.0,1050.0
253,144,35,1,200.0,200.0
254,145,33,1,600.0,600.0
255,146,26,1,650.0,650.0
256,146,34,1,1050.0,1050.0
257,146,35,1,200.0,200.0
258,147,47,1,450.0,450.0
259,147,52,1,800.0,800.0
260,147,53,1,400.0,400.0
261,148,29,1,350.0,350.0
262,149,49,1,750.0,750.0
263,149,52,1,800.0,800.0
264,149,53,1,400.0,400.0
265,149,54,1,600.0,600.0
266,150,20,1,400.0,400.0
267,151,39,1,850.0,850.0
268,152,47,1,450.0,450.0
269,152,52,1,800.0,800.0
270,152,53,1,400.0,400.0
271,153,24,1,1400.0,1400.0
272,153,34,1,1050.0,1050.0
273,153,35,1,200.0,200.0
274,154,7,1,300.0,300.0
275,154,16,1,1100.0,1100.0
276,154,17,1,150.0,150.0
277,155,12,1,550.0,550.0
278,156,49,1,750.0,750.0
279,156,52,1,800.0,800.0
280,156,53,1,400.0,400.0
281,156,54,1,600.0,600.0
282,157,33,1,600.0,600.0
283,158,24,1,1400.0,1400.0
284,158,34,1,1050.0,1050.0
285,158,35,1,200.0,200.0
286,159,30,1,500.0,500.0
287,160,29,1,350.0,350.0
288,161,8,1,600.0,600.0
289,161,16,1,1100.0,1100.0
290,161,17,1,150.0,150.0
291,162,39,1,850.0,850.0
292,162,54,1,600.0,600.0
293,163,31,1,950.0,950.0
294,163,36,1,1100.0,1100.0
295,164,49,1,750.0,750.0
296,164,52,1,800.0,800.0
297,164,53,1,400.0,400.0
298,165,33,1,600.0,600.0
299,165,36,1,1100.0,1100.0
300,166,31,1,950.0,950.0
301,167,5,1,950.0,950.0
302,168,7,1,300.0,300.0
303,168,16,1,1100.0,1100.0
304,168,17,1,150.0,150.0
305,169,24,1,1400.0,1400.0
306,169,34,1,1050.0,1050.0
307,169,35,1,200.0,200.0
308,170,6,1,1500.0,1500.0
309,170,16,1,1100.0,1100.0
310,170,17,1,150.0,150.0
311,171,33,1,600.0,600.0
312,172,8,1,600.0,600.0
313,173,31,1,950.0,950.0
314,174,29,1,350.0,350.0
315,175,32,1,450.0,450.0
316,176,48,1,600.0,600.0
317,176,52,1,800.0,800.0
318,176,53,1,400.0,400.0
319,177,14,1,450.0,450.0
320,178,49,1,750.0,750.0
321,178,52,1,800.0,800.0
322,178,53,1,400.0,400.0
323,179,33,1,600.0,600.0
324,179,36,1,1100.0,1100.0
325,180,11,1,400.0,400.0
326,181,24,1,1400.0,1400.0
327,181,34,1,1050.0,1050.0
328,181,35,1,200.0,200.0
329,182,6,1,1500.0,1500.0
330,182,16,1,1100.0,1100.0
331,182,17,1,150.0,150.0
332,182,18,1,1250.0,1250.0
333,183,5,1,950.0,950.0
334,184,21,1,900.0,900.0
335,185,28,1,1700.0,1700.0
336,185,34,1,1050.0,1050.0
337,185,35,1,200.0,200.0
338,186,26,1,650.0,650.0
339,186,34,1,1050.0,1050.0
340,186,35,1,200.0,200.0
341,187,14,1,450.0,450.0
342,187,18,1,1250.0,1250.0
343,188,42,1,1200.0,1200.0
344,189,45,1,1500.0,1500.0
345,190,27,1,1350.0,1350.0
346,190,34,1,1050.0,1050.0
347,190,35,1,200.0,200.0
348,191,46,1,1800.0,1800.0
349,192,22,1,1150.0,1150.0
350,192,36,1,1100.0,1100.0
351,193,37,1,1300.0,1300.0
352,194,46,1,1800.0,1800.0
353,195,41,1,1000.0,1000.0
354,196,6,1,1500.0,1500.0
355,197,51,1,650.0,650.0
356,197,52,1,800.0,800.0
357,197,53,1,400.0,400.0
358,198,22,1,1150.0,1150.0
359,199,33,1,600.0,600.0
360,199,36,1,1100.0,1100.0
361,200,3,1,850.0,850.0
362,201,5,1,950.0,950.0
363,202,7,1,300.0,300.0
364,202,16,1,1100.0,1100.0
365,202,17,1,150.0,150.0
366,202,18,1,1250.0,1250.0
367,203,14,1,450.0,450.0
368,204,50,1,500.0,500.0
369,204,52,1,800.0,800.0
370,204,53,1,400.0,400.0
371,204,54,1,600.0,600.0
372,205,23,1,950.0,950.0
373,206,23,1,950.0,950.0
374,207,13,1,900.0,900.0
375,208,29,1,350.0,350.0
376,209,40,1,1400.0,1400.0
377,210,7,1,300.0,300.0
378,210,16,1,1100.0,1100.0
379,210,17,1,150.0,150.0
380,211,38,1,500.0,500.0
381,212,15,1,600.0,600.0
382,213,37,1,1300.0,1300.0
383,214,1,1,1200.0,1200.0
384,215,38,1,500.0,500.0
385,216,3,1,850.0,850.0
386,217,42,1,1200.0,1200.0
387,218,15,1,600.0,600.0
388,219,44,1,700.0,700.0
389,220,46,1,1800.0,1800.0
390,220,54,1,600.0,600.0
391,221,20,1,400.0,400.0
392,222,28,1,1700.0,1700.0
393,222,34,1,1050.0,1050.0
394,222,35,1,200.0,200.0
395,223,27,1,1350.0,1350.0
396,224,43,1,450.0,450.0
397,224,54,1,600.0,600.0
398,225,21,1,900.0,900.0
399,226,20,1,400.0,400.0
400,226,36,1,1100.0,1100.0
401,227,11,1,400.0,400.0
402,227,18,1,1250.0,1250.0
403,228,49,1,750.0,750.0
404,228,52,1,800.0,800.0
405,228,53,1,400.0,400.0
406,228,54,1,600.0,600.0
407,229,22,1,1150.0,1150.0
408,230,48,1,600.0,600.0
409,230,52,1,800.0,800.0
410,230,53,1,400.0,400.0
411,230,54,1,600.0,600.0
412,231,10,1,1600.0,1600.0
413,231,16,1,1100.0,1100.0
414,231,17,1,150.0,150.0
415,232,33,1,600.0,600.0
416,233,29,1,350.0,350.0
417,234,14,1,450.0,450.0
418,235,23,1,950.0,950.0
419,236,27,1,1350.0,1350.0
420,236,34,1,1050.0,1050.0
421,236,35,1,200.0,200.0
422,237,12,1,550.0,550.0
423,238,44,1,700.0,700.0
424,238,54,1,600.0,600.0
425,239,4,1,1100.0,1100.0
426,240,21,1,900.0,900.0
427,241,39,1,850.0,850.0
428,242,40,1,1400.0,1400.0
429,242,54,1,600.0,600.0
430,243,25,1,350.0,350.0
431,243,34,1,1050.0,1050.0
432,243,35,1,200.0,200.0
433,244,1,1,1200.0,1200.0
434,245,14,1,450.0,450.0
435,246,42,1,1200.0,1200.0
436,247,5,1,950.0,950.0
437,248,42,1,1200.0,1200.0
438,248,54,1,600.0,600.0
439,249,41,1,1000.0,1000.0
440,250,39,1,850.0,850.0
441,251,25,1,350.0,350.0
442,251,34,1,1050.0,1050.0
443,251,35,1,200.0,200.0
444,252,21,1,900.0,900.0
445,253,33,1,600.0,600.0
446,254,4,1,1100.0,1100.0
447,255,32,1,450.0,450.0
448,256,44,1,700.0,700.0
449,257,28,1,1700.0,1700.0
450,257,34,1,1050.0,1050.0
451,257,35,1,200.0,200.0
452,257,36,1,1100.0,1100.0
453,258,20,1,400.0,400.0
454,259,21,1,900.0,900.0
455,260,41,1,1000.0,1000.0
456,261,31,1,950.0,950.0
457,262,44,1,700.0,700.0
458,263,6,1,1500.0,1500.0
459,263,16,1,1100.0,1100.0
460,263,17,1,150.0,150.0
461,264,40,1,1400.0,1400.0
462,265,8,1,600.0,600.0
463,265,16,1,1100.0,1100.0
464,265,17,1,150.0,150.0
465,266,7,1,300.0,300.0
466,266,16,1,1100.0,1100.0
467,266,17,1,150.0,150.0
468,267,27,1,1350.0,1350.0
469,267,34,1,1050.0,1050.0
470,267,35,1,200.0,200.0
471,267,36,1,1100.0,1100.0
472,268,14,1,450.0,450.0
473,269,29,1,350.0,350.0
474,269,36,1,1100.0,1100.0
475,270,49,1,750.0,750.0
476,270,54,1,600.0,600.0
477,271,45,1,1500.0,1500.0
478,272,50,1,500.0,500.0
479,272,52,1,800.0,800.0
480,272,53,1,400.0,400.0
481,272,54,1,600.0,600.0
482,273,10,1,1600.0,1600.0
483,273,16,1,1100.0,1100.0
484,273,17,1,150.0,150.0
485,274,5,1,950.0,950.0
486,275,41,1,1000.0,1000.0
487,275,54,1,600.0,600.0
488,276,43,1,450.0,450.0
489,277,41,1,1000.0,1000.0
490,277,54,1,600.0,600.0
491,278,25,1,350.0,350.0
492,278,34,1,1050.0,1050.0
493,278,35,1,200.0,200.0
494,278,36,1,1100.0,1100.0
495,279,30,1,500.0,500.0
496,280,46,1,1800.0,1800.0
497,281,8,1,600.0,600.0
498,282,48,1,600.0,600.0
499,282,52,1,800.0,800.0
500,282,53,1,400.0,400.0
501,283,33,1,600.0,600.0
502,284,12,1,550.0,550.0
503,285,20,1,400.0,400.0
504,286,8,1,600.0,600.0
505,286,16,1,1100.0,1100.0
506,286,17,1,150.0,150.0
507,287,33,1,600.0,600.0
508,288,29,1,350.0,350.0
509,288,36,1,1100.0,1100.0
510,289,50,1,500.0,500.0
511,289,52,1,800.0,800.0
512,289,53,1,400.0,400.0
513,290,5,1,950.0,950.0
514,291,42,1,1200.0,1200.0
515,291,54,1,600.0,600.0
516,292,4,1,1100.0,1100.0
517,293,8,1,600.0,600.0
518,293,16,1,1100.0,1100.0
519,293,17,1,150.0,150.0
520,294,4,1,1100.0,1100.0
521,295,19,1,1050.0,1050.0
522,296,23,1,950.0,950.0
523,297,27,1,1350.0,1350.0
524,298,2,1,450.0,450.0
525,299,43,1,450.0,450.0
526,299,54,1,600.0,600.0
527,300,45,1,1500.0,1500.0
528,301,46,1,1800.0,1800.0
529,301,54,1,600.0,600.0
530,302,29,1,350.0,350.0
531,303,3,1,850.0,850.0
532,304,6,1,1500.0,1500.0
533,304,16,1,1100.0,1100.0
534,304,17,1,150.0,150.0
535,305,12,1,550.0,550.0
536,306,48,1,600.0,600.0
537,306,54,1,600.0,600.0
538,307,46,1,1800.0,1800.0
539,308,21,1,900.0,900.0
540,308,36,1,1100.0,1100.0
541,309,22,1,1150.0,1150.0
542,310,42,1,1200.0,1200.0
543,311,30,1,500.0,500.0
544,312,12,1,550.0,550.0
545,313,47,1,450.0,450.0
546,313,52,1,800.0,800.0
547,313,53,1,400.0,400.0
548,314,2,1,450.0,450.0
549,315,28,1,1700.0,1700.0
550,315,34,1,1050.0,1050.0
551,315,35,1,200.0,200.0
552,316,27,1,1350.0,1350.0
553,316,34,1,1050.0,1050.0
554,316,35,1,200.0,200.0
555,317,38,1,500.0,500.0
556,318,5,1,950.0,950.0
557,319,37,1,1300.0,1300.0
558,320,42,1,1200.0,1200.0
559,321,11,1,400.0,400.0
560,322,45,1,1500.0,1500.0
561,323,42,1,1200.0,1200.0
562,323,54,1,600.0,600.0
563,324,39,1,850.0,850.0
564,325,45,1,1500.0,1500.0
565,325,54,1,600.0,600.0
566,326,39,1,850.0,850.0
567,327,14,1,450.0,450.0
568,328,32,1,450.0,450.0
569,329,41,1,1000.0,1000.0
570,329,54,1,600.0,600.0
571,330,2,1,450.0,450.0
572,331,33,1,600.0,600.0
573,332,19,1,1050.0,1050.0
574,332,36,1,1100.0,1100.0
575,333,28,1,1700.0,1700.0
576,333,34,1,1050.0,1050.0
577,333,35,1,200.0,200.0
578,334,46,1,1800.0,1800.0
579,335,14,1,450.0,450.0
580,336,26,1,650.0,650.0
581,336,34,1,1050.0,1050.0
582,336,35,1,200.0,200.0
583,337,8,1,600.0,600.0
584,337,16,1,1100.0,1100.0
585,337,17,1,150.0,150.0
586,338,3,1,850.0,850.0
587,339,7,1,300.0,300.0
588,339,16,1,1100.0,1100.0
589,339,17,1,150.0,150.0
590,340,47,1,450.0,450.0
591,340,52,1,800.0,800.0
592,340,53,1,400.0,400.0
593,341,20,1,400.0,400.0
594,342,4,1,1100.0,1100.0
595,343,38,1,500.0,500.0
596,344,8,1,600.0,600.0
597,344,16,1,1100.0,1100.0
598,344,17,1,150.0,150.0
599,345,3,1,850.0,850.0
600,346,21,1,900.0,900.0
601,347,31,1,950.0,950.0
602,348,32,1,450.0,450.0
603,349,24,1,1400.0,1400.0
604,349,34,1,1050.0,1050.0
605,349,35,1,200.0,200.0
606,349,36,1,1100.0,1100.0
607,350,46,1,1800.0,1800.0
608,351,12,1,550.0,550.0
609,352,42,1,1200.0,1200.0
610,353,7,1,300.0,300.0
611,353,16,1,1100.0,1100.0
612,353,17,1,150.0,150.0
613,354,25,1,350.0,350.0
614,354,34,1,1050.0,1050.0
615,354,35,1,200.0,200.0
616,355,38,1,500.0,500.0
617,355,54,1,600.0,600.0
618,356,30,1,500.0,500.0
619,357,44,1,700.0,700.0
620,358,49,1,750.0,750.0
621,359,50,1,500.0,500.0
622,359,52,1,800.0,800.0
623,359,53,1,400.0,400.0
624,359,54,1,600.0,600.0
625,360,24,1,1400.0,1400.0
626,360,34,1,1050.0,1050.0
627,360,35,1,200.0,200.0
628,360,36,1,1100.0,1100.0
629,361,12,1,550.0,550.0
630,362,40,1,1400.0,1400.0
631,363,47,1,450.0,450.0
632,363,52,1,800.0,800.0
633,363,53,1,400.0,400.0
634,364,20,1,400.0,400.0
635,365,38,1,500.0,500.0
636,366,50,1,500.0,500.0
637,366,52,1,800.0,800.0
638,366,53,1,400.0,400.0
639,366,54,1,600.0,600.0
640,367,23,1,950.0,950.0
641,368,4,1,1100.0,1100.0
642,369,22,1,1150.0,1150.0
643,369,36,1,1100.0,1100.0
644,370,41,1,1000.0,1000.0
645,371,48,1,600.0,600.0
646,371,52,1,800.0,800.0
647,371,53,1,400.0,400.0
648,372,26,1,650.0,650.0
649,372,34,1,1050.0,1050.0
650,372,35,1,200.0,200.0
651,373,42,1,1200.0,1200.0
652,374,8,1,600.0,600.0
653,374,16,1,1100.0,1100.0
654,374,17,1,150.0,150.0
655,375,19,1,1050.0,1050.0
656,376,21,1,900.0,900.0
657,377,33,1,600.0,600.0
658,378,19,1,1050.0,1050.0
659,379,46,1,1800.0,1800.0
660,379,54,1,600.0,600.0
661,380,15,1,600.0,600.0
662,381,46,1,1800.0,1800.0
663,382,23,1,950.0,950.0
664,383,39,1,850.0,850.0
665,384,29,1,350.0,350.0
666,385,19,1,1050.0,1050.0
667,386,50,1,500.0,500.0
668,386,52,1,800.0,800.0
669,386,53,1,400.0,400.0
670,387,47,1,450.0,450.0
671,387,52,1,800.0,800.0
672,387,53,1,400.0,400.0
673,387,54,1,600.0,600.0
674,388,2,1,450.0,450.0
675,389,38,1,500.0,500.0
676,390,19,1,1050.0,1050.0
677,390,36,1,1100.0,1100.0
678,391,23,1,950.0,950.0
679,392,15,1,600.0,600.0
680,393,19,1,1050.0,1050.0
681,394,39,1,850.0,850.0
682,395,25,1,350.0,350.0
683,395,34,1,1050.0,1050.0
684,395,35,1,200.0,200.0
685,396,14,1,450.0,450.0
686,397,21,1,900.0,900.0
687,398,25,1,350.0,350.0
688,398,34,1,1050.0,1050.0
689,398,35,1,200.0,200.0
690,399,1,1,1200.0,1200.0
691,400,44,1,700.0,700.0
692,400,54,1,600.0,600.0
693,401,22,1,1150.0,1150.0
694,401,36,1,1100.0,1100.0
695,402,47,1,450.0,450.0
696,402,52,1,800.0,800.0
697,402,53,1,400.0,400.0
698,402,54,1,600.0,600.0
699,403,51,1,650.0,650.0
700,403,52,1,800.0,800.0
701,403,53,1,400.0,400.0
702,404,46,1,1800.0,1800.0
703,405,46,1,1800.0,1800.0
704,406,44,1,700.0,700.0
705,407,8,1,600.0,600.0
706,407,16,1,1100.0,1100.0
707,407,17,1,150.0,150.0
708,408,2,1,450.0,450.0
709,409,33,1,600.0,600.0
710,410,23,1,950.0,950.0
711,411,13,1,900.0,900.0
712,412,11,1,400.0,400.0
713,413,19,1,1050.0,1050.0
714,414,10,1,1600.0,1600.0
715,414,16,1,1100.0,1100.0
716,414,17,1,150.0,150.0
717,415,9,1,1300.0,1300.0
718,415,16,1,1100.0,1100.0
719,415,17,1,150.0,150.0
720,416,11,1,400.0,400.0
721,417,6,1,1500.0,1500.0
722,418,49,1,750.0,750.0
723,418,52,1,800.0,800.0
724,418,53,1,400.0,400.0
725,419,48,1,600.0,600.0
726,419,52,1,800.0,800.0
727,419,53,1,400.0,400.0
728,419,54,1,600.0,600.0
729,420,46,1,1800.0,1800.0
730,420,54,1,600.0,600.0
731,421,49,1,750.0,750.0
732,422,4,1,1100.0,1100.0
733,423,50,1,500.0,500.0
734,423,52,1,800.0,800.0
735,423,53,1,400.0,400.0
736,424,41,1,1000.0,1000.0
737,424,54,1,600.0,600.0
738,425,49,1,750.0,750.0
739,425,54,1,600.0,600.0
740,426,15,1,600.0,600.0
741,426,18,1,1250.0,1250.0
742,427,32,1,450.0,450.0
743,428,40,1,1400.0,1400.0
744,428,54,1,600.0,600.0
745,429,26,1,650.0,650.0
746,429,34,1,1050.0,1050.0
747,429,35,1,200.0,200.0
748,430,41,1,1000.0,1000.0
749,431,25,1,350.0,350.0
750,431,34,1,1050.0,1050.0
751,431,35,1,200.0,200.0
752,431,36,1,1100.0,1100.0
753,432,29,1,350.0,350.0
754,433,21,1,900.0,900.0
755,434,15,1,600.0,600.0
756,435,6,1,1500.0,1500.0
757,435,16,1,1100.0,1100.0
758,435,17,1,150.0,150.0
759,436,29,1,350.0,350.0
760,436,36,1,1100.0,1100.0
761,437,50,1,500.0,500.0
762,437,52,1,800.0,800.0
763,437,53,1,400.0,400.0
764,438,39,1,850.0,850.0
765,439,27,1,1350.0,1350.0
766,439,34,1,1050.0,1050.0
767,439,35,1,200.0,200.0
768,440,21,1,900.0,900.0
769,441,41,1,1000.0,1000.0
770,442,47,1,450.0,450.0
771,442,52,1,800.0,800.0
772,442,53,1,400.0,400.0
773,442,54,1,600.0,600.0
774,443,20,1,400.0,400.0
775,443,36,1,1100.0,1100.0
776,444,28,1,1700.0,1700.0
777,444,34,1,1050.0,1050.0
778,444,35,1,200.0,200.0
779,445,32,1,450.0,450.0
780,445,36,1,1100.0,1100.0
781,446,24,1,1400.0,1400.0
782,446,34,1,1050.0,1050.0
783,446,35,1,200.0,200.0
784,447,26,1,650.0,650.0
785,447,36,1,1100.0,1100.0
786,448,10,1,1600.0,1600.0
787,449,10,1,1600.0,1600.0
788,450,7,1,300.0,300.0
789,451,47,1,450.0,450.0
790,451,52,1,800.0,800.0
791,451,53,1,400.0,400.0
792,451,54,1,600.0,600.0
793,452,30,1,500.0,500.0
794,453,39,1,850.0,850.0
795,454,20,1,400.0,400.0
796,455,29,1,350.0,350.0
797,455,36,1,1100.0,1100.0
798,456,33,1,600.0,600.0
799,457,42,1,1200.0,1200.0
800,458,47,1,450.0,450.0
801,458,52,1,800.0,800.0
802,458,53,1,400.0,400.0
803,459,42,1,1200.0,1200.0
804,460,2,1,450.0,450.0
805,461,3,1,850.0,850.0
806,462,6,1,1500.0,1500.0
807,462,16,1,1100.0,1100.0
808,462,17,1,150.0,150.0
809,463,20,1,400.0,400.0
810,464,41,1,1000.0,1000.0
811,465,20,1,400.0,400.0
812,466,8,1,600.0,600.0
813,466,16,1,1100.0,1100.0
814,466,17,1,150.0,150.0
815,467,4,1,1100.0,1100.0
816,468,7,1,300.0,300.0
817,469,20,1,400.0,400.0
818,469,36,1,1100.0,1100.0
819,470,47,1,450.0,450.0
820,470,52,1,800.0,800.0
821,470,53,1,400.0,400.0
822,471,5,1,950.0,950.0
823,471,18,1,1250.0,1250.0
824,472,30,1,500.0,500.0
825,472,36,1,1100.0,1100.0
826,473,31,1,950.0,950.0
827,474,26,1,650.0,650.0
828,475,32,1,450.0,450.0
829,476,49,1,750.0,750.0
830,476,52,1,800.0,800.0
831,476,53,1,400.0,400.0
832,476,54,1,600.0,600.0
833,477,42,1,1200.0,1200.0
834,478,28,1,1700.0,1700.0
835,478,34,1,1050.0,1050.0
