order_id,user_id,cafeteria_id,order_status,total_amount,placed_at,confirmed_at,completed_at,special_instructions
68,20,3,COMPLETED,1000.0,2025-02-02 12:00:00,,,
69,17,3,COMPLETED,1000.0,2025-02-23 12:00:00,,,
70,52,1,COMPLETED,900.0,2025-02-02 12:00:00,,,
71,48,1,COMPLETED,400.0,2025-02-26 12:00:00,,,
72,20,3,COMPLETED,500.0,2025-01-28 12:00:00,,,
73,24,3,COMPLETED,2400.0,2025-02-10 12:00:00,,,
74,59,1,COMPLETED,1800.0,2025-01-29 12:00:00,,,
75,27,3,COMPLETED,1500.0,2025-02-17 12:00:00,,,
76,31,2,COMPLETED,2700.0,2025-02-09 12:00:00,,,
77,56,2,COMPLETED,450.0,2025-02-05 12:00:00,,,
78,22,1,COMPLETED,1550.0,2025-02-07 12:00:00,,,
79,51,3,COMPLETED,1800.0,2025-02-17 12:00:00,,,
80,25,1,COMPLETED,600.0,2025-02-23 12:00:00,,,
81,41,3,COMPLETED,2400.0,2025-02-08 12:00:00,,,
82,18,2,COMPLETED,1150.0,2025-02-09 12:00:00,,,
83,27,1,COMPLETED,2850.0,2025-02-12 12:00:00,,,
84,11,1,COMPLETED,1100.0,2025-02-11 12:00:00,,,
85,21,3,COMPLETED,2100.0,2025-02-04 12:00:00,,,
86,12,1,COMPLETED,850.0,2025-02-19 12:00:00,,,
87,51,1,COMPLETED,450.0,2025-02-14 12:00:00,,,
88,12,3,COMPLETED,500.0,2025-02-12 12:00:00,,,
89,1,3,COMPLETED,1900.0,2025-02-03 12:00:00,,,
90,11,3,COMPLETED,1900.0,2025-02-11 12:00:00,,,
91,51,2,COMPLETED,450.0,2025-02-02 12:00:00,,,
92,36,3,COMPLETED,1500.0,2025-01-31 12:00:00,,,
93,31,3,COMPLETED,1800.0,2025-02-10 12:00:00,,,
94,29,1,COMPLETED,2550.0,2025-02-19 12:00:00,,,
95,32,2,COMPLETED,2650.0,2025-02-18 12:00:00,,,
96,17,1,COMPLETED,1200.0,2025-02-10 12:00:00,,,
97,14,3,COMPLETED,1900.0,2025-02-05 12:00:00,,,
98,33,2,COMPLETED,650.0,2025-02-20 12:00:00,,,
99,36,3,COMPLETED,2100.0,2025-02-01 12:00:00,,,
100,1,2,COMPLETED,950.0,2025-02-04 12:00:00,,,
101,26,3,COMPLETED,2100.0,2025-02-10 12:00:00,,,
102,14,2,COMPLETED,400.0,2025-02-26 12:00:00,,,
103,41,2,COMPLETED,950.0,2025-02-22 12:00:00,,,
104,8,2,COMPLETED,400.0,2025-02-26 12:00:00,,,
105,34,1,COMPLETED,2750.0,2025-02-07 12:00:00,,,
106,4,2,COMPLETED,400.0,2025-02-20 12:00:00,,,
107,46,2,COMPLETED,1700.0,2025-02-04 12:00:00,,,
108,5,1,COMPLETED,950.0,2025-02-10 12:00:00,,,
109,21,2,COMPLETED,2600.0,2025-02-03 12:00:00,,,
110,12,1,COMPLETED,1200.0,2025-02-22 12:00:00,,,
111,41,2,COMPLETED,450.0,2025-02-20 12:00:00,,,
112,47,1,COMPLETED,450.0,2025-02-08 12:00:00,,,
113,7,3,COMPLETED,1900.0,2025-01-29 12:00:00,,,
114,19,3,COMPLETED,500.0,2025-01-29 12:00:00,,,
115,5,3,COMPLETED,1300.0,2025-02-08 12:00:00,,,
116,52,2,COMPLETED,600.0,2025-02-23 12:00:00,,,
117,47,2,COMPLETED,500.0,2025-02-14 12:00:00,,,
118,31,2,COMPLETED,2950.0,2025-02-01 12:00:00,,,
119,39,3,COMPLETED,700.0,2025-02-05 12:00:00,,,
120,58,1,COMPLETED,900.0,2025-02-02 12:00:00,,,
121,27,3,COMPLETED,1800.0,2025-02-18 12:00:00,,,
122,50,1,COMPLETED,550.0,2025-01-31 12:00:00,,,
123,37,2,COMPLETED,2950.0,2025-02-26 12:00:00,,,
124,13,3,COMPLETED,1000.0,2025-02-16 12:00:00,,,
125,43,1,COMPLETED,600.0,2025-02-26 12:00:00,,,
126,6,3,COMPLETED,1400.0,2025-02-12 12:00:00,,,
127,39,2,COMPLETED,2650.0,2025-02-03 12:00:00,,,
128,19,2,COMPLETED,900.0,2025-02-12 12:00:00,,,
129,26,3,COMPLETED,1500.0,2025-02-17 12:00:00,,,
130,17,1,COMPLETED,1200.0,2025-02-23 12:00:00,,,
131,8,2,COMPLETED,2150.0,2025-02-04 12:00:00,,,
132,30,3,COMPLETED,1300.0,2025-01-28 12:00:00,,,
133,7,1,COMPLETED,1200.0,2025-02-20 12:00:00,,,
134,1,2,COMPLETED,950.0,2025-02-18 12:00:00,,,
135,34,3,COMPLETED,1800.0,2025-02-23 12:00:00,,,
136,30,3,COMPLETED,1300.0,2025-02-09 12:00:00,,,
137,12,1,COMPLETED,850.0,2025-01-29 12:00:00,,,
138,25,1,COMPLETED,2750.0,2025-02-08 12:00:00,,,
139,34,1,COMPLETED,2750.0,2025-01-28 12:00:00,,,
140,48,1,COMPLETED,900.0,2025-02-11 12:00:00,,,
141,27,3,COMPLETED,450.0,2025-01-28 12:00:00,,,
142,37,3,COMPLETED,1050.0,2025-01-29 12:00:00,,,
143,40,1,COMPLETED,2750.0,2025-02-21 12:00:00,,,
144,28,2,COMPLETED,1600.0,2025-02-18 12:00:00,,,
145,43,2,COMPLETED,600.0,2025-02-06 12:00:00,,,
146,38,2,COMPLETED,1900.0,2025-01-29 12:00:00,,,
147,55,3,COMPLETED,1650.0,2025-02-24 12:00:00,,,
148,45,2,COMPLETED,350.0,2025-02-18 12:00:00,,,
149,42,3,COMPLETED,2550.0,2025-01-29 12:00:00,,,
150,3,2,COMPLETED,400.0,2025-02-17 12:00:00,,,
151,6,3,COMPLETED,850.0,2025-02-01 12:00:00,,,
152,60,3,COMPLETED,1650.0,2025-02-18 12:00:00,,,
153,29,2,COMPLETED,2650.0,2025-01-30 12:00:00,,,
154,30,1,COMPLETED,1550.0,2025-02-16 12:00:00,,,
155,52,1,COMPLETED,550.0,2025-02-06 12:00:00,,,
156,57,3,COMPLETED,2550.0,2025-02-10 12:00:00,,,
157,59,2,COMPLETED,600.0,2025-02-11 12:00:00,,,
158,40,2,COMPLETED,2650.0,2025-02-14 12:00:00,,,
159,46,2,COMPLETED,500.0,2025-02-04 12:00:00,,,
160,56,2,COMPLETED,350.0,2025-02-06 12:00:00,,,
161,37,1,COMPLETED,1850.0,2025-02-22 12:00:00,,,
162,6,3,COMPLETED,1450.0,2025-01-30 12:00:00,,,
163,50,2,COMPLETED,2050.0,2025-02-05 12:00:00,,,
164,51,3,COMPLETED,1950.0,2025-02-19 12:00:00,,,
165,56,2,COMPLETED,1700.0,2025-01-31 12:00:00,,,
166,48,2,COMPLETED,950.0,2025-01-29 12:00:00,,,
167,17,1,COMPLETED,950.0,2025-02-09 12:00:00,,,
168,30,1,COMPLETED,1550.0,2025-02-10 12:00:00,,,
169,33,2,COMPLETED,2650.0,2025-02-17 12:00:00,,,
170,35,1,COMPLETED,2750.0,2025-02-03 12:00:00,,,
171,49,2,COMPLETED,600.0,2025-02-07 12:00:00,,,
172,30,1,COMPLETED,600.0,2025-02-11 12:00:00,,,
173,53,2,COMPLETED,950.0,2025-02-11 12:00:00,,,
174,44,2,COMPLETED,350.0,2025-02-07 12:00:00,,,
175,59,2,COMPLETED,450.0,2025-02-06 12:00:00,,,
176,52,3,COMPLETED,1800.0,2025-02-15 12:00:00,,,
177,53,1,COMPLETED,450.0,2025-02-24 12:00:00,,,
178,56,3,COMPLETED,1950.0,2025-02-04 12:00:00,,,
179,53,2,COMPLETED,1700.0,2025-02-06 12:00:00,,,
180,48,1,COMPLETED,400.0,2025-02-15 12:00:00,,,
181,32,2,COMPLETED,2650.0,2025-02-03 12:00:00,,,
182,38,1,COMPLETED,4000.0,2025-01-30 12:00:00,,,
183,16,1,COMPLETED,950.0,2025-02-02 12:00:00,,,
184,10,2,COMPLETED,900.0,2025-02-16 12:00:00,,,
185,39,2,COMPLETED,2950.0,2025-02-19 12:00:00,,,
186,24,2,COMPLETED,1900.0,2025-02-19 12:00:00,,,
187,60,1,COMPLETED,1700.0,2025-01-28 12:00:00,,,
188,34,3,COMPLETED,1200.0,2025-02-04 12:00:00,,,
189,30,3,COMPLETED,1500.0,2025-02-18 12:00:00,,,
190,37,2,COMPLETED,2600.0,2025-02-07 12:00:00,,,
191,40,3,COMPLETED,1800.0,2025-02-08 12:00:00,,,
192,19,2,COMPLETED,2250.0,2025-02-09 12:00:00,,,
193,18,3,COMPLETED,1300.0,2025-02-21 12:00:00,,,
194,33,3,COMPLETED,1800.0,2025-02-11 12:00:00,,,
195,16,3,COMPLETED,1000.0,2025-02-12 12:00:00,,,
196,21,1,COMPLETED,1500.0,2025-01-29 12:00:00,,,
197,44,3,COMPLETED,1850.0,2025-01-28 12:00:00,,,
198,1,2,COMPLETED,1150.0,2025-02-13 12:00:00,,,
199,41,2,COMPLETED,1700.0,2025-02-02 12:00:00,,,
200,15,1,COMPLETED,850.0,2025-01-31 12:00:00,,,
201,14,1,COMPLETED,950.0,2025-02-02 12:00:00,,,
202,25,1,COMPLETED,2800.0,2025-01-29 12:00:00,,,
203,54,1,COMPLETED,450.0,2025-02-13 12:00:00,,,
204,45,3,COMPLETED,2300.0,2025-02-14 12:00:00,,,
205,6,2,COMPLETED,950.0,2025-02-14 12:00:00,,,
206,2,2,COMPLETED,950.0,2025-02-13 12:00:00,,,
207,52,1,COMPLETED,900.0,2025-02-06 12:00:00,,,
208,59,2,COMPLETED,350.0,2025-02-15 12:00:00,,,
209,8,3,COMPLETED,1400.0,2025-02-13 12:00:00,,,
210,36,1,COMPLETED,1550.0,2025-02-03 12:00:00,,,
211,5,3,COMPLETED,500.0,2025-02-20 12:00:00,,,
212,53,1,COMPLETED,600.0,2025-02-22 12:00:00,,,
213,1,3,COMPLETED,1300.0,2025-02-22 12:00:00,,,
214,16,1,COMPLETED,1200.0,2025-02-07 12:00:00,,,
215,1,3,COMPLETED,500.0,2025-02-19 12:00:00,,,
216,11,1,COMPLETED,850.0,2025-02-04 12:00:00,,,
217,29,3,COMPLETED,1200.0,2025-02-11 12:00:00,,,
218,57,1,COMPLETED,600.0,2025-02-03 12:00:00,,,
219,28,3,COMPLETED,700.0,2025-02-25 12:00:00,,,
220,25,3,COMPLETED,2400.0,2025-02-12 12:00:00,,,
221,5,2,COMPLETED,400.0,2025-02-25 12:00:00,,,
222,38,2,COMPLETED,2950.0,2025-02-17 12:00:00,,,
223,28,2,COMPLETED,1350.0,2025-02-24 12:00:00,,,
224,40,3,COMPLETED,1050.0,2025-02-05 12:00:00,,,
225,14,2,COMPLETED,900.0,2025-02-13 12:00:00,,,
226,6,2,COMPLETED,1500.0,2025-02-07 12:00:00,,,
227,56,1,COMPLETED,1650.0,2025-02-02 12:00:00,,,
228,45,3,COMPLETED,2550.0,2025-02-10 12:00:00,,,
229,8,2,COMPLETED,1150.0,2025-02-07 12:00:00,,,
230,44,3,COMPLETED,2400.0,2025-02-08 12:00:00,,,
231,40,1,COMPLETED,2850.0,2025-02-23 12:00:00,,,
232,46,2,COMPLETED,600.0,2025-02-02 12:00:00,,,
233,50,2,COMPLETED,350.0,2025-02-07 12:00:00,,,
234,50,1,COMPLETED,450.0,2025-02-21 12:00:00,,,
235,19,2,COMPLETED,950.0,2025-02-26 12:00:00,,,
236,34,2,COMPLETED,2600.0,2025-02-22 12:00:00,,,
237,45,1,COMPLETED,550.0,2025-02-14 12:00:00,,,
238,23,3,COMPLETED,1300.0,2025-02-03 12:00:00,,,
239,4,1,COMPLETED,1100.0,2025-02-08 12:00:00,,,
240,17,2,COMPLETED,900.0,2025-02-12 12:00:00,,,
241,17,3,COMPLETED,850.0,2025-02-23 12:00:00,,,
242,17,3,COMPLETED,2000.0,2025-02-12 12:00:00,,,
243,24,2,COMPLETED,1600.0,2025-02-26 12:00:00,,,
244,9,1,COMPLETED,1200.0,2025-02-17 12:00:00,,,
245,45,1,COMPLETED,450.0,2025-02-15 12:00:00,,,
246,31,3,COMPLETED,1200.0,2025-02-02 12:00:00,,,
247,3,1,COMPLETED,950.0,2025-01-30 12:00:00,,,
248,35,3,COMPLETED,1800.0,2025-02-14 12:00:00,,,
249,20,3,COMPLETED,1000.0,2025-02-08 12:00:00,,,
250,6,3,COMPLETED,850.0,2025-02-19 12:00:00,,,
251,32,2,COMPLETED,1600.0,2025-02-17 12:00:00,,,
252,11,2,COMPLETED,900.0,2025-02-23 12:00:00,,,
253,55,2,COMPLETED,600.0,2025-02-05 12:00:00,,,
254,15,1,COMPLETED,1100.0,2025-02-21 12:00:00,,,
255,46,2,COMPLETED,450.0,2025-02-21 12:00:00,,,
256,30,3,COMPLETED,700.0,2025-02-04 12:00:00,,,
257,34,2,COMPLETED,4050.0,2025-02-08 12:00:00,,,
258,5,2,COMPLETED,400.0,2025-02-17 12:00:00,,,
259,4,2,COMPLETED,900.0,2025-02-17 12:00:00,,,
260,4,3,COMPLETED,1000.0,2025-02-24 12:00:00,,,
261,52,2,COMPLETED,950.0,2025-02-11 12:00:00,,,
262,34,3,COMPLETED,700.0,2025-01-31 12:00:00,,,
263,40,1,COMPLETED,2750.0,2025-02-12 12:00:00,,,
264,7,3,COMPLETED,1400.0,2025-02-16 12:00:00,,,
265,31,1,COMPLETED,1850.0,2025-02-19 12:00:00,,,
266,32,1,COMPLETED,1550.0,2025-02-15 12:00:00,,,
267,21,2,COMPLETED,3700.0,2025-02-03 12:00:00,,,
268,41,1,COMPLETED,450.0,2025-02-05 12:00:00,,,
269,53,2,COMPLETED,1450.0,2025-02-09 12:00:00,,,
270,59,3,COMPLETED,1350.0,2025-02-15 12:00:00,,,
271,23,3,COMPLETED,1500.0,2025-02-02 12:00:00,,,
272,45,3,COMPLETED,2300.0,2025-02-11 12:00:00,,,
273,22,1,COMPLETED,2850.0,2025-02-20 12:00:00,,,
274,14,1,COMPLETED,950.0,2025-02-24 12:00:00,,,
275,7,3,COMPLETED,1600.0,2025-02-01 12:00:00,,,
276,21,3,COMPLETED,450.0,2025-02-23 12:00:00,,,
277,10,3,COMPLETED,1600.0,2025-02-03 12:00:00,,,
278,27,2,COMPLETED,2700.0,2025-02-06 12:00:00,,,
279,45,2,COMPLETED,500.0,2025-02-10 12:00:00,,,
280,29,3,COMPLETED,1800.0,2025-02-15 12:00:00,,,
281,28,1,COMPLETED,600.0,2025-02-15 12:00:00,,,
282,50,3,COMPLETED,1800.0,2025-02-22 12:00:00,,,
283,53,2,COMPLETED,600.0,2025-02-23 12:00:00,,,
284,52,1,COMPLETED,550.0,2025-02-04 12:00:00,,,
285,9,2,COMPLETED,400.0,2025-01-29 12:00:00,,,
286,21,1,COMPLETED,1850.0,2025-02-25 12:00:00,,,
287,60,2,COMPLETED,600.0,2025-02-26 12:00:00,,,
288,51,2,COMPLETED,1450.0,2025-02-03 12:00:00,,,
289,50,3,COMPLETED,1700.0,2025-02-22 12:00:00,,,
290,1,1,COMPLETED,950.0,2025-02-19 12:00:00,,,
291,33,3,COMPLETED,1800.0,2025-02-11 12:00:00,,,
292,19,1,COMPLETED,1100.0,2025-02-14 12:00:00,,,
293,28,1,COMPLETED,1850.0,2025-01-30 12:00:00,,,
294,15,1,COMPLETED,1100.0,2025-02-14 12:00:00,,,
295,15,2,COMPLETED,1050.0,2025-02-07 12:00:00,,,
296,5,2,COMPLETED,950.0,2025-02-11 12:00:00,,,
297,34,2,COMPLETED,1350.0,2025-02-12 12:00:00,,,
298,16,1,COMPLETED,450.0,2025-02-03 12:00:00,,,
299,38,3,COMPLETED,1050.0,2025-02-04 12:00:00,,,
300,33,3,COMPLETED,1500.0,2025-02-21 12:00:00,,,
301,28,3,COMPLETED,2400.0,2025-02-08 12:00:00,,,
302,47,2,COMPLETED,350.0,2025-02-18 12:00:00,,,
303,12,1,COMPLETED,850.0,2025-01-29 12:00:00,,,
304,33,1,COMPLETED,2750.0,2025-02-04 12:00:00,,,
305,52,1,COMPLETED,550.0,2025-02-23 12:00:00,,,
306,54,3,COMPLETED,1200.0,2025-01-31 12:00:00,,,
307,30,3,COMPLETED,1800.0,2025-02-11 12:00:00,,,
308,5,2,COMPLETED,2000.0,2025-02-02 12:00:00,,,
309,5,2,COMPLETED,1150.0,2025-02-17 12:00:00,,,
310,26,3,COMPLETED,1200.0,2025-02-16 12:00:00,,,
311,53,2,COMPLETED,500.0,2025-01-28 12:00:00,,,
312,57,1,COMPLETED,550.0,2025-02-07 12:00:00,,,
313,49,3,COMPLETED,1650.0,2025-01-29 12:00:00,,,
314,3,1,COMPLETED,450.0,2025-02-03 12:00:00,,,
315,35,2,COMPLETED,2950.0,2025-02-06 12:00:00,,,
316,35,2,COMPLETED,2600.0,2025-02-15 12:00:00,,,
317,7,3,COMPLETED,500.0,2025-02-12 12:00:00,,,
318,16,1,COMPLETED,950.0,2025-02-13 12:00:00,,,
319,18,3,COMPLETED,1300.0,2025-02-12 12:00:00,,,
320,28,3,COMPLETED,1200.0,2025-02-13 12:00:00,,,
321,51,1,COMPLETED,400.0,2025-02-16 12:00:00,,,
322,33,3,COMPLETED,1500.0,2025-02-01 12:00:00,,,
323,39,3,COMPLETED,1800.0,2025-02-11 12:00:00,,,
324,9,3,COMPLETED,850.0,2025-02-26 12:00:00,,,
325,23,3,COMPLETED,2100.0,2025-02-10 12:00:00,,,
326,19,3,COMPLETED,850.0,2025-02-05 12:00:00,,,
327,50,1,COMPLETED,450.0,2025-01-28 12:00:00,,,
328,41,2,COMPLETED,450.0,2025-01-31 12:00:00,,,
329,11,3,COMPLETED,1600.0,2025-02-14 12:00:00,,,
330,8,1,COMPLETED,450.0,2025-02-22 12:00:00,,,
331,43,2,COMPLETED,600.0,2025-01-29 12:00:00,,,
332,16,2,COMPLETED,2150.0,2025-02-10 12:00:00,,,
333,33,2,COMPLETED,2950.0,2025-02-21 12:00:00,,,
334,40,3,COMPLETED,1800.0,2025-02-08 12:00:00,,,
335,50,1,COMPLETED,450.0,2025-02-25 12:00:00,,,
336,35,2,COMPLETED,1900.0,2025-02-03 12:00:00,,,
337,38,1,COMPLETED,1850.0,2025-01-29 12:00:00,,,
338,18,1,COMPLETED,850.0,2025-02-25 12:00:00,,,
339,30,1,COMPLETED,1550.0,2025-02-08 12:00:00,,,
340,45,3,COMPLETED,1650.0,2025-01-28 12:00:00,,,
341,20,2,COMPLETED,400.0,2025-02-18 12:00:00,,,
342,6,1,COMPLETED,1100.0,2025-02-15 12:00:00,,,
343,15,3,COMPLETED,500.0,2025-02-22 12:00:00,,,
344,35,1,COMPLETED,1850.0,2025-02-04 12:00:00,,,
345,19,1,COMPLETED,850.0,2025-01-29 12:00:00,,,
346,13,2,COMPLETED,900.0,2025-02-25 12:00:00,,,
347,53,2,COMPLETED,950.0,2025-02-12 12:00:00,,,
348,51,2,COMPLETED,450.0,2025-01-31 12:00:00,,,
349,22,2,COMPLETED,3750.0,2025-02-09 12:00:00,,,
350,31,3,COMPLETED,1800.0,2025-02-18 12:00:00,,,
351,41,1,COMPLETED,550.0,2025-01-28 12:00:00,,,
352,21,3,COMPLETED,1200.0,2025-02-04 12:00:00,,,
353,31,1,COMPLETED,1550.0,2025-02-22 12:00:00,,,
354,28,2,COMPLETED,1600.0,2025-02-11 12:00:00,,,
355,10,3,COMPLETED,1100.0,2025-02-04 12:00:00,,,
356,50,2,COMPLETED,500.0,2025-02-05 12:00:00,,,
357,23,3,COMPLETED,700.0,2025-01-28 12:00:00,,,
358,44,3,COMPLETED,750.0,2025-02-26 12:00:00,,,
359,47,3,COMPLETED,2300.0,2025-02-09 12:00:00,,,
360,38,2,COMPLETED,3750.0,2025-02-01 12:00:00,,,
361,57,1,COMPLETED,550.0,2025-02-26 12:00:00,,,
362,10,3,COMPLETED,1400.0,2025-02-14 12:00:00,,,
363,53,3,COMPLETED,1650.0,2025-02-25 12:00:00,,,
364,20,2,COMPLETED,400.0,2025-02-11 12:00:00,,,
365,11,3,COMPLETED,500.0,2025-02-16 12:00:00,,,
366,47,3,COMPLETED,2300.0,2025-02-07 12:00:00,,,
367,15,2,COMPLETED,950.0,2025-02-20 12:00:00,,,
368,18,1,COMPLETED,1100.0,2025-02-20 12:00:00,,,
369,20,2,COMPLETED,2250.0,2025-01-29 12:00:00,,,
370,8,3,COMPLETED,1000.0,2025-02-15 12:00:00,,,
371,58,3,COMPLETED,1800.0,2025-02-18 12:00:00,,,
372,21,2,COMPLETED,1900.0,2025-02-19 12:00:00,,,
373,33,3,COMPLETED,1200.0,2025-02-06 12:00:00,,,
374,36,1,COMPLETED,1850.0,2025-02-06 12:00:00,,,
375,4,2,COMPLETED,1050.0,2025-02-05 12:00:00,,,
376,1,2,COMPLETED,900.0,2025-01-30 12:00:00,,,
377,53,2,COMPLETED,600.0,2025-02-21 12:00:00,,,
378,20,2,COMPLETED,1050.0,2025-01-30 12:00:00,,,
379,33,3,COMPLETED,2400.0,2025-01-29 12:00:00,,,
380,53,1,COMPLETED,600.0,2025-01-30 12:00:00,,,
381,30,3,COMPLETED,1800.0,2025-01-29 12:00:00,,,
382,1,2,COMPLETED,950.0,2025-02-23 12:00:00,,,
383,18,3,COMPLETED,850.0,2025-02-10 12:00:00,,,
384,52,2,COMPLETED,350.0,2025-02-21 12:00:00,,,
385,10,2,COMPLETED,1050.0,2025-02-19 12:00:00,,,
386,45,3,COMPLETED,1700.0,2025-02-09 12:00:00,,,
387,54,3,COMPLETED,2250.0,2025-02-11 12:00:00,,,
388,9,1,COMPLETED,450.0,2025-02-19 12:00:00,,,
389,15,3,COMPLETED,500.0,2025-01-29 12:00:00,,,
390,1,2,COMPLETED,2150.0,2025-02-06 12:00:00,,,
391,19,2,COMPLETED,950.0,2025-02-11 12:00:00,,,
392,43,1,COMPLETED,600.0,2025-02-23 12:00:00,,,
393,18,2,COMPLETED,1050.0,2025-02-20 12:00:00,,,
394,10,3,COMPLETED,850.0,2025-02-08 12:00:00,,,
395,29,2,COMPLETED,1600.0,2025-02-07 12:00:00,,,
396,53,1,COMPLETED,450.0,2025-02-13 12:00:00,,,
397,5,2,COMPLETED,900.0,2025-02-25 12:00:00,,,
398,31,2,COMPLETED,1600.0,2025-02-22 12:00:00,,,
399,7,1,COMPLETED,1200.0,2025-02-09 12:00:00,,,
400,31,3,COMPLETED,1300.0,2025-02-13 12:00:00,,,
401,4,2,COMPLETED,2250.0,2025-02-02 12:00:00,,,
402,49,3,COMPLETED,2250.0,2025-02-09 12:00:00,,,
403,60,3,COMPLETED,1850.0,2025-02-24 12:00:00,,,
404,25,3,COMPLETED,1800.0,2025-02-04 12:00:00,,,
405,26,3,COMPLETED,1800.0,2025-02-15 12:00:00,,,
406,23,3,COMPLETED,700.0,2025-02-07 12:00:00,,,
407,21,1,COMPLETED,1850.0,2025-02-10 12:00:00,,,
408,14,1,COMPLETED,450.0,2025-02-26 12:00:00,,,
409,41,2,COMPLETED,600.0,2025-02-11 12:00:00,,,
410,15,2,COMPLETED,950.0,2025-02-18 12:00:00,,,
411,44,1,COMPLETED,900.0,2025-02-02 12:00:00,,,
412,54,1,COMPLETED,400.0,2025-02-20 12:00:00,,,
413,3,2,COMPLETED,1050.0,2025-02-05 12:00:00,,,
414,25,1,COMPLETED,2850.0,2025-02-20 12:00:00,,,
